text,Masculine-centric / Brutal sport,Male dominated sport,Personal impression/Intuition,Lack of familiarity,Underrepresentation of Women,Wage Inequality,Sexist or sexualised,Media visibility / lack of awareness,Gender disparities,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
Have never seen a woman basketball team,,,,,,,,1,,,UK,Woman,Gymnastics,55-65,Basketball,155653119
Never seen women play it much,,,,,1,,,1,,,UK,Woman,Football,35-44,Basketball,155653399
Could be inclusive for more men,,,,,,,,,,,UK,Man,Football,25-34,Gymnastics,155653458
Different TV coverage and different pay between gender.,,,,,,1,,1,,,UK,Man,Cycling,45-54,Football,155653485
Because it's boring,,,,,,,,,,,UK,Man,Basketball,25-34,Volleyball,155653688
Mainly men's sports,1,1,,,,,,,,,Germany,Woman,Gymnastics,35-44,Basketball,155653693
Sport with a very dominant male,,1,,,,,,,,,France,Woman,Volleyball,35-44,Rugby,155653822
Women are always disadvantaged.,,,,,,,,,,1,Germany,Man,Athletics,55-65,Tennis,155653837
Fewer women,,,,,1,,,,,,France,Woman,Football,25-34,Cycling,155653851
we don't see any women,,,,,1,,,1,,,France,Woman,Football,18-24,Rugby,155653856
Women's football is not recognized enough,,1,,,,,,,1,1,France,Woman,Rugby,18-24,Football,155653910
Men have more impact,,,,,,,,,,,France,Man,Football,25-34,Athletics,155653923
there are very few women who play it professionally,,,,,1,,,,,,France,Woman,Handball,25-34,Rugby,155653955
Because we never see women doing it,,,,,,,,1,,,France,Man,Football,45-54,Rugby,155653975
More than others,,,,,,,,,,,UK,Man,Rugby,45-54,Gymnastics,155653977
It is considered a strength sport,,,,,,,,,,1,France,Woman,Tennis,18-24,Rugby,155654011
"it's the most important money, nothing else",,,,,,1,,,,,France,Woman,Volleyball,25-34,Football,155654015
Because I find it the least kind,,,,,,,,,,,France,Woman,Football,18-24,Tennis,155654041
There is no women's rugby team,,1,,,,,,,1,,France,Woman,Football,25-34,Rugby,155654046
many more men known,,1,,1,,,,,,,France,Woman,Tennis,18-24,Rugby,155654052
There is not much to do with this technique,,,,,,,,,,,France,Man,Rugby,18-24,Golf,155654069
because you have to be more physical,,,,,,,,,,,France,Man,Football,25-34,Rugby,155654073
I don't know how to deceive,,,,1,,,,,,,France,Woman,Golf,18-24,Gymnastics,155654085
Women's football is marginalized and even mocked. Women referees are insulted and even harassed and threatened,,,,,,,1,,1,,France,Woman,Gymnastics,45-54,Football,155654130
"The price difference, i.e. the reward is different",,,,,,1,,,,,Germany,Woman,Cycling,18-24,Football,155654145
"No contact with, little presence",1,,,,,,,,,,Germany,Man,Tennis,45-54,Rugby,155654279
I don’t know much about it,,,,1,,,,,,,UK,Woman,Tennis,35-44,Handball,155654286
Usually only seen men play this sport.,,,,,,,,1,,,Sweden,Woman,Tennis,18-24,Rugby,155654295
he is too violent,,,,,,,,,,,France,Man,Cycling,45-54,Basketball,155654363
I've never come across women's rugby.,,,,,,,,,1,,Sweden,Man,Tennis,45-54,Rugby,155654374
Because there are always women and men there,,,,,,,,,,,Germany,Woman,Volleyball,18-24,Handball,155654378
More men's teams than women's,,1,,,,,,,,,Sweden,Woman,Tennis,45-54,Football,155654390
never seen a women's race,,,,,,,,1,,,France,Man,Gymnastics,45-54,Cycling,155654403
I only see it as a men's sport.,1,1,,,,,,1,,,Germany,Woman,Tennis,45-54,Rugby,155654405
I believe,,,,,,,,,,1,Germany,Woman,Football,25-34,Handball,155654410
"I think due to the nature of the game,the game hasn't been able to strike balance between the 2 genders.I feel this is wrong and the physicality of the female player should be a factor they should not consider since it is not a gender mixed sport",,,1,,,,,,,,UK,Man,Tennis,35-44,Rugby,155654433
Almost exclusively women in that sport,,,,,1,,,,,,Sweden,Woman,Football,45-54,Gymnastics,155654440
Not too much money at stake yet so spirits are healthier,,,,,,1,,,,,France,Woman,Football,45-54,Gymnastics,155654463
No little about ot,,,,,,,,,,1,UK,Man,Tennis,55-65,Handball,155654483
"The sport dominated by big men, then it is not always acceptable when women have the same sport",,1,,,,,,,,1,Sweden,Woman,Gymnastics,18-24,Rugby,155654492
"Lots of prejudices, even if the women's team is more and more represented",,,,,,,,,,1,France,Woman,Gymnastics,45-54,Football,155654499
I personally haven't seen a women's match,,,,,,,,1,,,Sweden,Man,Tennis,55-65,Rugby,155654501
We see both men's and women's matches there.,,1,,,,,,1,,,France,Woman,Rugby,45-54,Tennis,155654504
Don't know any woman basketball,,,,1,,,,1,,,Germany,Man,Football,55-65,Basketball,155654517
Too macho,1,,,,,,,,,,France,Man,Gymnastics,45-54,Football,155654537
I don't think there is a women's team,,,,,,,,,,1,Germany,Woman,Football,45-54,Rugby,155654540
Not sure,,,1,,,,,,,,UK,Man,Tennis,55-65,Cycling,155654542
Women earn less,,,,,,1,,,,,Sweden,Woman,Athletics,45-54,Basketball,155654543
It’s not shown a lot anywhere,,,,,,,,,,,UK,Woman,Gymnastics,25-34,Rugby,155654545
Detectable cases,,,,,,,,,,1,France,Man,Gymnastics,55-65,Athletics,155654546
"Not the same salary, not even promotion",,,,,,1,,,,,France,Woman,Volleyball,35-44,Football,155654556
It's kinda difficult,,,,,,,,,,1,UK,Man,Football,25-34,Rugby,155654557
Because they don't even run on the same track,,,,,,,,,,1,Sweden,Woman,Golf,45-54,Cycling,155654588
I have mostly male-dominated ways,,1,,,,,,,,,Sweden,Woman,Athletics,55-65,Rugby,155654617
I've barely heard anything about women's rugby,,,,,,,,,1,,Sweden,Man,Athletics,45-54,Rugby,155654626
It is more for men,,,,,,,,,,,Sweden,Man,Football,55-65,Golf,155654636
I think it’s seen as a man’s sports,,,1,,,,,1,,,UK,Woman,Cycling,55-65,Football,155654638
I never saw women playing rugby,,,,,,,,,1,,UK,Woman,Athletics,45-54,Rugby,155654654
Because men are better at football,,,,,,,1,,1,,Sweden,Man,Athletics,18-24,Football,155654673
Mixed,,,,,,,,,,1,France,Woman,Gymnastics,45-54,Volleyball,155654675
Haven't heard much about women's rugby,,,,,,,,,1,,Sweden,Man,Athletics,45-54,Rugby,155654679
I don't know anything about it so I put it last,,,,1,,,,1,,,UK,Man,Golf,35-44,Handball,155654713
Stereotyped of men,,,,,,,,,,,UK,Woman,Volleyball,18-24,Golf,155654715
women's teams are only a fraction of a percentage,,,,,,,,,,1,Poland,Woman,Tennis,45-54,Football,155654736
does not come across as welcoming to females,,,,,,,,,,,UK,Woman,Athletics,55-65,Rugby,155654745
Not sure,,,1,,,,,,,,UK,Woman,Tennis,55-65,Golf,155654749
"For me, rugby is a typical men’s sport",,,,,,,,,1,,Germany,Woman,Volleyball,18-24,Rugby,155654755
Few female practitioners,,,,,,,,,,1,Sweden,Woman,Gymnastics,35-44,Rugby,155654756
Not as popular,,,,,,,,,,1,UK,Woman,Tennis,55-65,Rugby,155654760
Male dominated,,1,,,,,,,,,Sweden,Woman,Cycling,18-24,Rugby,155654769
Yes it does not take into account the gender of each player,,,,,,,,,,1,France,Woman,Athletics,35-44,Basketball,155654774
predominantly women,,1,,,,,,,,1,Germany,Woman,Golf,55-65,Gymnastics,155654779
ive never seen it on tv or anywhere,,,,,,,,1,,,UK,Man,Football,35-44,Volleyball,155654800
Personal opinion,,,,,,,,,,1,France,Man,Tennis,25-34,Golf,155654807
It is too brutal a sport,1,,,,,,,,,,Poland,Woman,Gymnastics,25-34,Rugby,155654821
Mainly men are more durable,,,,,,,,,,,Poland,Woman,Gymnastics,25-34,Cycling,155654822
"Honestly, I don't know any woman who plays golf. I've never seen women playing golf on TV.",,,,1,,,,1,1,,Poland,Woman,Tennis,25-34,Golf,155654840
there are more men's teams,,1,,,,,,,,,Poland,Woman,Basketball,55-65,Football,155654848
Because that's want trot me,,,,,,,,,,1,Sweden,Woman,Football,25-34,Golf,155654851
I only know men as golf players.,,,,1,,,,,1,,Germany,Man,Handball,45-54,Golf,155654853
"It can be classified as a more masculine sport because it contains a lot of physical -violence-. Also, I haven't heard of many women outside of rugby",1,1,,,,,,1,1,,Sweden,Woman,Gymnastics,18-24,Rugby,155654859
"Harder, maybe not so much for women 🤷‍♂️",,,,,,,,,,1,Sweden,Man,Tennis,35-44,Rugby,155654865
I think so,,,1,,,,,,,,Poland,Woman,Volleyball,45-54,Handball,155654868
Never really heard of it before,,,,,,,,1,,,UK,Woman,Gymnastics,25-34,Handball,155654871
It is not very popular in Poland and at the Olympics,,,,,,,,,,1,Poland,Woman,Football,25-34,Golf,155654872
Yes,,,,,,,,,,1,Poland,Woman,Tennis,45-54,Rugby,155654877
I have never heard about it,,,,,,,,,,1,UK,Woman,Gymnastics,25-34,Handball,155654886
Man's folds,,,,,,,,,,,France,Man,Gymnastics,35-44,Athletics,155654893
Men’s football is a lot popular,,1,,,,,,,1,,UK,Man,Tennis,18-24,Football,155654899
It is seen to be a male dominated sport,,1,,,,,,1,,,UK,Man,Tennis,25-34,Rugby,155654901
A sport where women's performance is seen as a lonelier version of men's,,,,,,,,1,,,Sweden,Man,Athletics,35-44,Rugby,155654903
You hear very little about this sport.,,,,,,,,1,,,Poland,Woman,Basketball,25-34,Golf,155654909
For the rich VIP,,,,,,,,,,1,Poland,Man,Basketball,35-44,Golf,155654915
Women are not strongly represented in this sport,,,,,1,,,,,,Sweden,Woman,Tennis,45-54,Rugby,155654917
I think so,,,1,,,,,,,,Poland,Woman,Volleyball,35-44,Rugby,155654927
Because mostly men play football,,1,,,,,,,1,,Poland,Woman,Gymnastics,35-44,Football,155654942
i dont know anything about handball,,,,1,,,,,,,UK,Woman,Athletics,45-54,Handball,155654955
"Through stereotypes, football is associated with men. ita advertisers are less interested in women's football, which means their salaries are lower.",,1,,,,,,1,1,,Poland,Woman,Gymnastics,25-34,Football,155654961
I don’t see many men play it,,,,,,,,1,,1,UK,Woman,Athletics,18-24,Handball,155654964
This sport is mainly practiced by women,,,,,,,,,,,Poland,Woman,Golf,25-34,Athletics,155654966
Everyone played against everyone,,,,,,,,,,1,Sweden,Woman,Football,18-24,Tennis,155654967
Because there are not many professionals in women's tennis there are a lot of professionals,,1,,,,,,,,,France,Woman,Gymnastics,35-44,Tennis,155654969
Most masculine and tough sport,1,,,,,,,,,,Sweden,Man,Football,35-44,Rugby,155654970
Less sponsored women,,,,,,,,,,1,France,Woman,Tennis,35-44,Athletics,155654971
Encourages both gender,,,,,,,,,,1,UK,Man,Basketball,25-34,Athletics,155654973
"Speed, energy and action are masculine attributes",1,,,,,,,,,,Poland,Woman,Handball,35-44,Rugby,155654978
Sometimes unfairly,,,,,,,,,,1,Sweden,Man,Golf,18-24,Football,155654982
Because women and men run separately,,,,,,,,,,1,Poland,Man,Football,45-54,Athletics,155654985
There are too many prejudices.,,,,,,,1,,,,Germany,Man,Football,45-54,Rugby,155654995
Good for both sexes,,,,,,,,,,1,Poland,Woman,Rugby,55-65,Handball,155655001
More male dominated sport,,1,,,,,,,,,UK,Man,Football,25-34,Rugby,155655005
Yes,,,,,,,,,,1,Poland,Woman,Football,18-24,Gymnastics,155655010
it's a group so it's more difficult to make joint decisions,,,,,,,,,,1,France,Woman,Tennis,35-44,Football,155655018
the need for divisions due to differences in body structure,,,,,,,,,,1,Poland,Woman,Athletics,25-34,Handball,155655032
Maybe because it is where you see the least women.,,,,,1,,,1,,,Spain,Woman,Football,25-34,Golf,155655055
"Due to the society in which we live, deep-rooted stereotypes towards women in this sport hinder their opportunities in life and their development compared to male players.",,,,,,,,,,1,Spain,Woman,Volleyball,25-34,Football,155655056
Too masculine especially in the media,1,,,,,,,1,,,France,Woman,Athletics,55-65,Football,155655065
I saw no girl play,,,,,,,,,,1,Spain,Woman,Volleyball,18-24,Rugby,155655066
Because until now they continue to have problems matching men in salaries and representation.,,,,,,1,,,,,Spain,Man,Athletics,55-65,Football,155655075
It has always been associated with being a man's game.,,,,,,,,,,,Spain,Woman,Cycling,25-34,Football,155655079
Don’t hear about many women golfers,,,,,1,,,1,1,,UK,Woman,Football,18-24,Golf,155655082
no guys play,,,,,,,,,,1,Sweden,Man,Golf,18-24,Handball,155655085
Yes exactly,,,,,,,,,,1,Poland,Woman,Golf,35-44,Tennis,155655089
I don't see women playing tennis,,,,,,,,1,,,Spain,Woman,Football,18-24,Tennis,155655090
Seen as a mans sport,,,,,,,,,,,UK,Man,Athletics,55-65,Rugby,155655091
There are more men than women,,,,,,,,,,,Poland,Woman,Athletics,25-34,Golf,155655093
Because only men practically participate,,1,,,,,,,,,Spain,Man,Rugby,25-34,Athletics,155655094
"Why, it may be that I don't have knowledge about that rather American sport.",,,,1,,,,,,,Spain,Woman,Football,35-44,Rugby,155655095
It is a strength sport and there are still few girls who are encouraged,,,,,,,,,,1,Spain,Man,Football,55-65,Rugby,155655109
Because it has always been a very macho sport,1,,,,,,,,,,Spain,Man,Tennis,45-54,Football,155655111
"I don't see much being done about it, and if a case appears, the pressure becomes so strong that they give up continuing.",,,,,,,,1,,,Spain,Man,Gymnastics,45-54,Football,155655119
It's more masculine,1,,,,,,,,,,Spain,Man,Gymnastics,35-44,Rugby,155655120
Because it's a sport for men only,,,,,,,,,,,Poland,Man,Gymnastics,35-44,Rugby,155655121
I have never seen any female golf players. It is also true that it is a sport that completely makes me sweat.,,,,,,,,1,1,,Spain,Man,Football,25-34,Golf,155655125
We mainly hear about the participation of one gender,,,,,,,,1,,,Poland,Woman,Volleyball,25-34,Cycling,155655131
"I can't think of any women's team, maybe it's because there isn't one or they don't give it visibility.",,,,,,,,1,,,Spain,Woman,Tennis,35-44,Rugby,155655141
Because football fans are me tolerant,,,,,,,,,1,,Poland,Woman,Tennis,18-24,Football,155655143
Lack of effectiveness in women's professions,,,,,,,,,,1,Poland,Man,Gymnastics,25-34,Rugby,155655144
Women's matches are never broadcast,,,,,,,,,,1,Poland,Woman,Gymnastics,25-34,Football,155655149
It requires a special physique that women cannot do.,,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Cycling,155655151
All individual. It depends on the godfather,,,,,,,,,,1,Spain,Man,Football,35-44,Golf,155655159
I've never seen a women's golf competition,,,,,,,,1,1,,Poland,Man,Handball,35-44,Golf,155655162
You hardly see women,,,,,1,,,1,,,Spain,Man,Golf,35-44,Basketball,155655163
omitting women,,,,,,,,,,1,Poland,Woman,Athletics,25-34,Football,155655166
Because it's athletics,,,,,,,,,,,Poland,Man,Golf,25-34,Athletics,155655167
because there is a disadvantage and men play with men and lie with women,,,,,,,,,,1,Spain,Man,Handball,18-24,Golf,155655168
For the physical,,,,,,,,,,,Spain,Man,Athletics,18-24,Basketball,155655183
It is very hard,,,,,,,,,,,Spain,Woman,Football,35-44,Rugby,155655185
because almost all of them are men,,,,,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655186
it is not distinguished even it is played mixed,,,,,,,,,,1,Spain,Man,Football,35-44,Tennis,155655188
Absolute men's sport,1,1,,,,,,,,,Germany,Woman,Football,55-65,Rugby,155655193
because it has always been considered a men's sport,1,1,,,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655195
Because it is a sport dominated entirely by men,,1,,,,,,,,,Poland,Woman,Gymnastics,35-44,Golf,155655196
Because both genders do it and it doesn't look bad.,,,,,,,,,,1,Spain,Woman,Football,18-24,Cycling,155655198
This is too brutal,1,,,,,,,,,,Germany,Man,Football,55-65,Rugby,155655207
"There, I have seen the most discrimination is that women should not play or play with at least one man nearby who can show in between how it is done",,,,,,,1,,,,Sweden,Woman,Football,18-24,Golf,155655209
I haven't seen any women's golf games.,,,,,,,,1,1,,Spain,Woman,Tennis,35-44,Golf,155655211
"Because of machismo, although it is a sport with a lot of contact, women are seen as weak for the",1,,,,,,,,,,Spain,Man,Gymnastics,45-54,Rugby,155655212
As it's more of a tough sport so people think women are not up to it,1,,,,,,,,,,UK,Woman,Gymnastics,45-54,Rugby,155655217
Because it's elitist,,,,,,,,,,,Spain,Woman,Tennis,45-54,Golf,155655218
I don't usually see women's rugby advertised or anything.,,,,,,,,1,1,,Spain,Woman,Gymnastics,18-24,Rugby,155655219
Because men and women play on their own and people give too much importance to the masculine and nothing to the feminine.,1,,,,,,,,,,Spain,Woman,Athletics,25-34,Football,155655221
because it has always been like this,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155655226
Because women can,,,,,,,,,,1,Spain,Woman,Football,35-44,Tennis,155655230
In general I don't see women's competitions in that category.,,,,,,,,1,,,Spain,Woman,Volleyball,35-44,Cycling,155655237
"It is a sexist sport, you just have to look at the salaries of a male soccer player and a female soccer player and since then hundreds more.",,,,,,,1,,,,Spain,Woman,Volleyball,35-44,Football,155655243
because it is said that women do not have the strength that men have and they are given less visibility,,,,,,,,1,,,Spain,Woman,Athletics,18-24,Rugby,155655244
Because women are not given importance,,,,,,,,,,1,Spain,Woman,Gymnastics,18-24,Rugby,155655245
Sexism,,,,,,,,,,1,Spain,Woman,Handball,18-24,Football,155655246
You don't usually see women playing with men on the same team.,,,,,,,,1,,,Spain,Woman,Volleyball,35-44,Rugby,155655248
A women's match is not promoted as much as a men's match.,,1,,,,,,,,,Spain,Woman,Gymnastics,18-24,Football,155655249
I don't have much information about this sport,,,,,,,,,,1,Spain,Woman,Tennis,25-34,Handball,155655250
It is focused on very masculine,1,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155655251
"The conditions of women are worse, salaries in professional football are much lower, it is less visible and they suffer many stereotypes and sexual assaults.",,,,,,,1,,1,,Spain,Woman,Tennis,25-34,Football,155655253
"Women's football is far below men's football in terms of investment, opportunities, exposure and representation. The men's fields are bigger, they have more sponsors, they are national idols. Players on women's teams, even if they play equally or better than them, are stagnant and are not offered a greater role.",,,,,,,,,1,,Spain,Woman,Tennis,25-34,Football,155655255
It's not so common,,,,,,,,,,,Spain,Woman,Volleyball,18-24,Golf,155655256
More equality,,,,,,,,,,1,Spain,Man,Football,18-24,Cycling,155655258
Boring,,,,,,,,,,,Poland,Woman,Athletics,35-44,Golf,155655259
nice sport,,,,,,,,,,1,Poland,Man,Tennis,45-54,Athletics,155655261
Men only,,,,,,,,,,,Spain,Woman,Volleyball,45-54,Handball,155655264
There are no women,,1,,,1,,,,,,Spain,Woman,Athletics,25-34,Golf,155655265
There are fewer women cyclists than men,,,,,1,,,,,,Spain,Woman,Tennis,25-34,Cycling,155655267
Because many people,,1,,,,,,,,,Spain,Woman,Golf,18-24,Gymnastics,155655269
There are only men,,1,,,,,,,,,Spain,Woman,Tennis,45-54,Golf,155655270
It is a sport widely seen in the world and is focused mainly on men because it is what is most popular.,,,,,,,,1,,,Spain,Woman,Golf,18-24,Basketball,155655272
because there is a lot of inequality in men's football,,,,,,,,,1,,Spain,Woman,Gymnastics,18-24,Football,155655274
"In football there are many racist xenophobes and others, it is a shame of sport",,,,,,,,,1,1,Spain,Man,Athletics,25-34,Football,155655275
Non-inclusion,,,,,,,,,,1,Spain,Woman,Rugby,45-54,Athletics,155655280
Because women are taken into account less in this sport than in other sports,,,,,,,,,,,Spain,Woman,Athletics,18-24,Football,155655281
"Rugby is more masculine, more brutal",1,,,,,,,,1,,Poland,Man,Tennis,35-44,Rugby,155655284
Less valued compared to male dl,,,,,,,,,,,Spain,Woman,Gymnastics,25-34,Football,155655287
There is a lot of difference,,,,,,1,,,,,Spain,Woman,Volleyball,55-65,Basketball,155655288
"Because it is a very hard sport, beast, so to speak... And women are not so attracted to that type of sport.",,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155655293
"because currently it is a sport associated with men, very few women do it and if they do it is not professionally",,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Rugby,155655297
I do not see it,,,,,,,,1,,,Spain,Man,Gymnastics,55-65,Rugby,155655299
Few women's teams,,,,,1,,,,,,Spain,Woman,Gymnastics,35-44,Rugby,155655300
There are hardly any known women who are cyclists or who participate in professional races.,,,,1,1,,,,,,Spain,Woman,Gymnastics,35-44,Cycling,155655302
Because it is considered for men,,,,,,,,,,,Spain,Woman,Gymnastics,35-44,Football,155655303
Accepts both genders,,,,,,,,,,1,Spain,Woman,Tennis,18-24,Basketball,155655304
Because they never mix,,,,,,,,,,1,Spain,Woman,Golf,35-44,Rugby,155655307
There are not that many women who play rugby if you compare with how many men play rugby or if you compare how many women do gymnastics or cycling. Nor do women play against men in rugby.,,1,,,,,,,1,,Sweden,Man,Cycling,35-44,Rugby,155655312
It gives me the feeling that work is not being done,,,,,,,,,,1,Spain,Man,Football,18-24,Rugby,155655316
Because they do not have the same conditions,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Football,155655318
Women's teams are not known as much,,,,1,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655319
"Why don't they charge the same, and it is not equitable",,,,,,1,,,,,Spain,Woman,Gymnastics,18-24,Football,155655321
they use a racket,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Tennis,155655322
Because it is approached from a violent and sexist approach,,,,,,,1,,,,Spain,Woman,Athletics,18-24,Rugby,155655324
The participation of women in sports with a lot of physical contact and that require strength such as rugby is not promoted at all.,1,,,,,,,,1,,Spain,Woman,Tennis,18-24,Rugby,155655327
Because it is a more demanding sport,,,,,,,,,,,Spain,I prefer not to say,Football,35-44,Athletics,155655330
"because many more spectators attend a men's game than a women's game, being the same sport",,1,,,,,,,,,Spain,Woman,Gymnastics,25-34,Football,155655331
Because I've heard it,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Cycling,155655332
For the misogynist community,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Football,155655334
"Because they only give priority to men's football when women's football is also good but they do not include it much in sports proposals or in the media, only the men's league is promoted.",,,,,,,,1,1,,Spain,Woman,Rugby,18-24,Football,155655336
Why is vision only given to men?,,,,,,,,,,1,Spain,Woman,Athletics,18-24,Rugby,155655341
I have never seen it feminine,,,,,,,,1,,,Spain,Woman,Handball,45-54,Rugby,155655342
Because it is not valued equally,,,,,,1,,,,,Spain,Woman,Gymnastics,25-34,Football,155655345
It is usually labeled in women's sports,1,,,,,,,,,,Spain,Woman,Golf,25-34,Gymnastics,155655348
"I have never seen a women's rugby team, I think the percentage they must have is very low",,,1,,,,,1,1,,Spain,Woman,Gymnastics,25-34,Rugby,155655350
Because they do not consider that they should be paid the same because they are women,,,,,,1,,,,,Spain,Woman,Athletics,45-54,Football,155655355
It's visible to the naked eye...,,,,,,,,,,1,Poland,Woman,Handball,55-65,Football,155655357
Because there are the same number of women and men,,,,,,,,,,1,Spain,Woman,Football,18-24,Gymnastics,155655358
Because it is only seen in men,,,,,,,,1,,,Spain,Woman,Cycling,18-24,Rugby,155655359
Yes,,,,,,,,,,1,Poland,Woman,Gymnastics,35-44,Football,155655361
Because it is only seen well in women,,,,,1,,,1,,,Spain,Woman,Gymnastics,25-34,Volleyball,155655371
Because there is a big difference in brands between men and women,,,,,,,,,,,Spain,Woman,Cycling,25-34,Athletics,155655372
Because there is more equality,,,,,,,,,,1,Spain,Woman,Football,25-34,Volleyball,155655375
Because they barely have visibility,,,,,,,,1,,,Spain,Man,Tennis,25-34,Golf,155655376
Not many women play,,1,,,1,,,,,,Spain,Woman,Football,55-65,Golf,155655377
Yeah,,,,,,,,,,1,Spain,Woman,Basketball,35-44,Handball,155655378
It is sexualized,,,,,,,1,,,,Spain,I prefer not to say,Volleyball,35-44,Tennis,155655379
Not much inclusion,,,,,,,,,,1,Spain,Woman,Football,25-34,Cycling,155655380
Maybe because of the height,,,,,,,,,,,Spain,Woman,Volleyball,18-24,Basketball,155655385
There is no marketing for it.,,,,,,,,,,1,Spain,Woman,Tennis,35-44,Basketball,155655386
"Gymnastics tends to be less gender inclusive compared to other professional sports because professional competitions and leagues often focus more on women, with fewer opportunities and visibility for men in the professional arena.",,,,,,,,,,1,Spain,Woman,Volleyball,18-24,Gymnastics,155655387
is fine,,,,,,,,,,1,Poland,Man,Gymnastics,35-44,Tennis,155655388
Basketball,,,,,,,,,,1,Spain,Man,Football,35-44,Golf,155655389
I have never seen women play Rugby,,,,,,,,1,1,,Spain,Woman,Gymnastics,35-44,Rugby,155655391
It is a typical sport of rich men,,,,,,,,,,,Spain,Woman,Gymnastics,18-24,Golf,155655392
By tradition,,,,,,,,,,1,Spain,Woman,Gymnastics,35-44,Football,155655393
"In general, what I have seen is that the majority are women",,,,,,,,,,1,Spain,Woman,Athletics,18-24,Gymnastics,155655394
I think it is a sport that has always been shown as an exclusively male sport because of the aggressiveness.,,,1,,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655395
I only see men,,,,,,,,1,,,Spain,Woman,Gymnastics,25-34,Rugby,155655398
It is the least known,,,,1,,,,,,,Spain,Woman,Basketball,35-44,Golf,155655399
They do not have the same conditions in any aspect,,,,,,,,,,1,Spain,Woman,Gymnastics,25-34,Football,155655400
I don't hear of him being there,,,,,,,,1,,,Poland,Woman,Rugby,45-54,Basketball,155655406
because it is a typically male sport,,,,,,,,,,,Poland,Man,Athletics,45-54,Rugby,155655412
because it is a typically male sport,,,,,,,,,,,Poland,Woman,Volleyball,35-44,Rugby,155655417
That sport was always seen as brute force,1,,,,,,,,,,Spain,Woman,Gymnastics,25-34,Rugby,155655419
It is a traditional sport that is too designed by and for men.,,,,,,,,,,,Spain,Woman,Tennis,45-54,Rugby,155655420
Due to the lack of participation of women,,,,,1,,,,,,Spain,Man,Golf,35-44,Cycling,155655422
Men achieve more,,,,,,,,,,,Poland,Man,Cycling,25-34,Tennis,155655423
Because it's very masculine,1,,,,,,,,,,Poland,Woman,Gymnastics,25-34,Football,155655425
Girls are under estimated,,,,,,,,,,1,UK,Woman,Volleyball,18-24,Football,155655428
It's quite boring,,,,,,,,,,,Poland,Woman,Tennis,35-44,Golf,155655429
It is a sport that does not represent inclusion,,,,,,,,,,1,Spain,Man,Volleyball,25-34,Handball,155655434
The female modality has much less media attention,,,,,,,,1,,,Spain,Man,Basketball,45-54,Golf,155655439
In my opinion it is an absolute men's sport,1,1,,,,,,,,,Germany,Woman,Gymnastics,55-65,Rugby,155655443
I haven't really heard much about women's rugby and their accomplishment,,,,,,,,,1,,UK,Woman,Tennis,18-24,Rugby,155655444
It's not widely seen as a women's sport,1,,,,1,,,1,,,UK,Woman,Athletics,45-54,Rugby,155655453
"there's a significant gender pay gap in cycling, with male cyclists typically earning more prize money and sponsorship deals than female cyclists",,,,,,1,,,,,UK,Woman,Athletics,25-34,Cycling,155655462
Men's sport,1,,,,,,,,,,Poland,Man,Gymnastics,55-65,Golf,155655476
Is more male-oriented,,,,,,,,,,,Germany,Man,Tennis,55-65,Golf,155655478
Because I had to put on some collective sport last,,,,,,,,,,1,Spain,Man,Athletics,55-65,Handball,155655518
Never seen woman’s rugby advertised,,,,,,,,1,1,,UK,Woman,Gymnastics,45-54,Rugby,155655531
less equality,,,,,,,,,,1,Spain,Man,Athletics,25-34,Football,155655572
"The sport of gymnastics is often perceived as one of the least gender-inclusive professional sports for several reasons such as female predominance, gender stereotypes",,,,,,,1,,,1,France,Woman,Volleyball,25-34,Gymnastics,155655603
girls are paid much less than men. They must have a job in addition to their sport unlike men,,,,,,,,,,1,France,Woman,Athletics,35-44,Football,155655604
Women,,,,,,,,,,1,UK,Man,Football,25-34,Handball,155655611
because its more dominated by men than woman,,1,,,,,,,,,UK,Woman,Gymnastics,18-24,Football,155655612
large discrepancy in salary,,,,,,1,,,,,Poland,Man,Athletics,55-65,Tennis,155655624
It’s a matcho sport that’s not inclusive enough for women.,,,,,,,,,,,France,Woman,Tennis,25-34,Football,155655634
More from men,,,,,,,,,,,Spain,Man,Handball,45-54,Rugby,155655641
I don’t know of any female basketball teams or players,,,,1,,,,,,,UK,Woman,Gymnastics,18-24,Basketball,155655644
It comes across as men only sport,,,,,,,,,,,UK,Woman,Athletics,55-65,Basketball,155655645
Little visibility for women,,,,,,,,1,,,France,Man,Volleyball,25-34,Golf,155655650
